id,recorded,start,end,value
9441,1765938600,1765939020,1765939020,"{ ""inverter"": 2, ""source"": ""manual entry"",""textual_description"": ""AC in office turned on.""}"
9442,1765936800,1765943100,1765945800,"{ ""inverter"": 1, ""source"": ""manual entry"",""textual_description"": ""Office used by group member with additional laptop.""}"
9443,1765958636,1765958636,1765958703,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""CNN fitting, GPU load"", ""model"": ""vgg13"", ""optim"": ""sgd"", ""dataset"": ""CIFAR10"", ""batch_size"": 128, ""epochs"": 2, ""model_params"": 133047848, ""llm_estimated_task_effort"": ""medium"", ""textual_description"": ""The model vgg13 is fitted on CIFAR10 using sgd for 2 epochs with bs=128.""}"
9473,1765958766,1765958766,1765958767,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""5"", ""library"": ""boost/xpressive"", ""task_files"": 70, ""llm_estimated_task_effort"": ""high"", ""textual_description"": ""The testsuite for boost/xpressive is being compiled and run."", ""command"": ""b2 --j 5 test"", ""directory"": "".../boost/libs/xpressive""}"
9444,1765958942,1765958942,1765959272,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""CNN fitting, GPU load"", ""model"": ""vgg19"", ""optim"": ""sgd"", ""dataset"": ""CIFAR10"", ""batch_size"": 128, ""epochs"": 2, ""model_params"": 143667240, ""llm_estimated_task_effort"": ""medium"", ""textual_description"": ""The model vgg19 is fitted on CIFAR10 using sgd for 2 epochs with bs=128.""}"
9474,1765959088,1765959088,1765959192,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""6"", ""library"": ""boost/chrono"", ""task_files"": 67, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/chrono is being compiled and run."", ""command"": ""b2 --j 6 test"", ""directory"": "".../boost/libs/chrono""}"
9475,1765959662,1765959662,1765959767,"{""inverter"": 1, ""source"": ""workstation1_log"", ""device"": ""workstation1"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""4"", ""library"": ""boost/pfr"", ""task_files"": 91, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/pfr is being compiled and run."", ""command"": ""b2 --j 4 test"", ""directory"": "".../boost/libs/pfr""}"
9476,1765959730,1765959730,1765959730,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""10"", ""library"": ""boost/histogram"", ""task_files"": 131, ""llm_estimated_task_effort"": ""medium"", ""textual_description"": ""The testsuite for boost/histogram is being compiled and run."", ""command"": ""b2 --j 10 test"", ""directory"": "".../boost/libs/histogram""}"
9445,1765960227,1765960227,1765960737,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""CNN fitting, GPU load"", ""model"": ""wide_resnet50_2"", ""optim"": ""adam"", ""dataset"": ""CIFAR10"", ""batch_size"": 128, ""epochs"": 2, ""model_params"": 68883240, ""llm_estimated_task_effort"": ""high"", ""textual_description"": ""The model wide_resnet50_2 is fitted on CIFAR10 using adam for 2 epochs with bs=128.""}"
9477,1765960474,1765960474,1765960475,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""5"", ""library"": ""boost/url"", ""task_files"": 105, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/url is being compiled and run."", ""command"": ""b2 --j 5 test"", ""directory"": "".../boost/libs/url""}"
9478,1765960666,1765960666,1765960666,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""compilation, CPU load"", ""cpu_cores_active"": ""4"", ""library"": ""boost/describe"", ""task_files"": 53, ""llm_estimated_task_effort"": ""low"", ""textual_description"": ""The testsuite for boost/describe is being compiled and run."", ""command"": ""b2 --j 4 test"", ""directory"": "".../boost/libs/describe""}"
9446,1765960752,1765960752,1765962012,"{""inverter"": 1, ""source"": ""workstation2_log"", ""device"": ""workstation2"", ""task_type"": ""CNN fitting, GPU load"", ""model"": ""swin_v2_s"", ""optim"": ""adam"", ""dataset"": ""CIFAR10"", ""batch_size"": 128, ""epochs"": 2, ""model_params"": 49737442, ""llm_estimated_task_effort"": ""high"", ""textual_description"": ""The model swin_v2_s is fitted on CIFAR10 using adam for 2 epochs with bs=128.""}"
