id,recorded,start,end,value
30,1757803465,1757775600,1757776800,"{ ""inverter"": 1,""device"": ""workstation1"", ""source"": ""manual entry"",""textual_description"": ""The hardware configuration is:CPU: Intel XEON GOLD 6526Y; GPU: NVIDIA RTX 2000. I will download CUDA and cudnn on this device to get prepared for some future experiments.""}"
23,1758537846,1753697515,1753701115,"{ ""inverter"": 1,""device"": ""workstation1"", ""source"": ""manual entry"",""textual_description"": ""Shell command '""cd dev/boost/libs/geometry/test/robustness/overlay/areal_areal/'"" in folder '""/home/admin/'""}"
31,1758537846,1758510240,1758535500,"{ ""inverter"": 1,""device"": ""workstation1"", ""source"": ""manual entry"",""textual_description"": ""The hardware configuration is:CPU: Intel XEON GOLD 6526Y; GPU: NVIDIA RTX 2000. I will run a Deep RL training task on it, the network configuration is: 2 layer features extraction net, 2 layer LSTM net, 3 layer actor, and 3 layer critic.""}"
32,1758537846,1758510240,1758535500,"{ ""inverter"": 1,""device"": ""workstation1"", ""source"": ""manual entry"",""textual_description"": ""The hardware configuration is:CPU: Intel XEON GOLD 6526Y; GPU: NVIDIA RTX 2000. I will run a Deep RL training task on it, the network configuration is: 2 layer features extraction net, 2 layer LSTM net, 3 layer actor, and 3 layer critic.""}"
33,1758567886,1758539040,1758798240,"{ ""inverter"": 1, ""source"": ""manual entry"",""textual_description"": ""We have shut down the system due to a strong typhoon.""}"
34,1758567886,1758539040,1758798240,"{ ""inverter"": 1, ""source"": ""manual entry"",""textual_description"": ""We have shut down the system due to a strong typhoon.""}"
35,1758567886,1758539040,1758798240,"{ ""inverter"": 2, ""source"": ""manual entry"",""textual_description"": ""We have shut down the system due to a strong typhoon.""}"
37,1759085981,1759057380,1759057500,"{ ""inverter"": 1,""device"": ""workstation1"", ""source"": ""manual entry"",""textual_description"": ""Download and install Miniconda""}"
38,1759089187,1759058340,1759059540,"{ ""inverter"": 1, ""source"": ""manual entry"",""textual_description"": ""Transfer a file of 2.9GB""}"
39,1759095289,1759065000,1759066440,"{ ""inverter"": 1,""device"": ""workstation1"", ""source"": ""manual entry"",""textual_description"": """"run '""pip install numpy'""""""}"
40,1759112543,1759080420,1759083120,"{ ""inverter"": 1, ""source"": ""manual entry"",""textual_description"": ""install some packages, including tensorflow, pandas, matplotlib, scipy and pynvml""}"
41,1759112667,1759083120,1759083600,"{ ""inverter"": 1,""device"": ""workstation1"", ""source"": ""manual entry"",""textual_description"": ""Train a simple CNN using batchsizes 16, 32, 64, 128, 256, 512, and 1024 respectively. Each setting was trained only 2 epoches. The dataset was minist.""}"
42,1759113527,1759084320,1759084620,"{ ""inverter"": 1, ""source"": ""manual entry"",""textual_description"": ""Train a simple CNN network using batchsizes 16, 128 and 256 respectively to converge.""}"
