id,recorded,start,end,value
27,1756616221,1756569600,1757692799,"{ ""source"": ""manual entry"",""textual_description"": ""Add/Drop (1st Term)""}"
28,1756616221,1756656000,1765555199,"{ ""source"": ""manual entry"",""textual_description"": ""2025/2026 Teaching Term 1""}"
29,1756616221,1756656000,1756742399,"{ ""source"": ""manual entry"",""textual_description"": ""1st term begins""}"
36,1756616221,1758988800,1759075199,"{ ""source"": ""manual entry"",""textual_description"": ""Class make-up for the Wednesday sessions""}"
43,1756616221,1759248000,1759939199,"{ ""source"": ""manual entry"",""textual_description"": ""Public Holiday: National Day and Mid-Autumn Festival""}"
4103,1756616221,1763222400,1763308799,"{ ""source"": ""manual entry"",""textual_description"": ""The 10th Graduation Ceremony for Postgraduate Students""}"
9438,1756616221,1765468800,1765555199,"{ ""source"": ""manual entry"",""textual_description"": ""Last day of classes (1st term)""}"
9439,1756616221,1765641600,1766332799,"{ ""source"": ""manual entry"",""textual_description"": ""Exam Period 2025/2026 Term 1""}"
12977,1756616221,1767456000,1768579199,"{ ""source"": ""manual entry"",""textual_description"": ""Add/Drop (2nd term)""}"
13336,1756616221,1767542400,1778255999,"{ ""source"": ""manual entry"",""textual_description"": ""2025/2026 Teaching Term 2""}"
13337,1756616221,1767542400,1767628799,"{ ""source"": ""manual entry"",""textual_description"": ""2nd term begins""}"
14984,1756616221,1770566400,1772380799,"{ ""source"": ""manual entry"",""textual_description"": ""Chinese New Year Holiday""}"
14985,1756616221,1775232000,1775491199,"{ ""source"": ""manual entry"",""textual_description"": ""Public Holiday: Qingming Festival""}"
14986,1756616221,1777564800,1777996799,"{ ""source"": ""manual entry"",""textual_description"": ""Public Holiday: Labor Day""}"
14987,1756616221,1778169600,1778255999,"{ ""source"": ""manual entry"",""textual_description"": ""Last day of classes (2nd term)""}"
14988,1756616221,1778256000,1778947199,"{ ""source"": ""manual entry"",""textual_description"": ""Exam Period 2025/2026 Term 2""}"
14989,1756616221,1778947200,1779033599,"{ ""source"": ""manual entry"",""textual_description"": ""The Graduation Ceremony for Bachelor Degree Graduates 2026 (Tentative)""}"
14990,1756616221,1780070400,1780675199,"{ ""source"": ""manual entry"",""textual_description"": ""Add/Drop (Summer Session)""}"
14991,1756616221,1780243200,1784303999,"{ ""source"": ""manual entry"",""textual_description"": ""2026 Summer Term""}"
14992,1756616221,1780243200,1780329599,"{ ""source"": ""manual entry"",""textual_description"": ""Summer Session begins""}"
14993,1756616221,1781798400,1782057599,"{ ""source"": ""manual entry"",""textual_description"": ""Public Holiday: Dragon Boat Festival""}"
14994,1756616221,1784217600,1784303999,"{ ""source"": ""manual entry"",""textual_description"": ""Last day of classes (Summer Session)""}"
14995,1756616221,1784476800,1784735999,"{ ""source"": ""manual entry"",""textual_description"": ""Exam Period 2026 Summer Term""}"
